   2.1368914e+01   1.5743865e+01   2.1035824e+01   1.4939459e+01   1.7394981e+01   2.0652658e+01   2.3826398e+01   1.5264599e+01   1.5563398e+01   2.1665552e+01   1.7205868e+01   1.9938872e+01   1.9118349e+01   1.9293147e+01   1.6653339e+01   1.6996036e+01   1.8480615e+01   1.8863667e+01   1.6979171e+01   1.7250912e+01   1.7938277e+01   1.7947313e+01   1.8295605e+01   1.4919220e+01   1.5191081e+01   1.5094118e+01   1.5638418e+01   1.9170323e+01   1.9425954e+01   1.5777618e+01   2.1989698e+01   1.7332962e+01   1.7572696e+01   1.9219650e+01   1.2909965e+01   2.1098978e+01   1.8025874e+01   2.0672820e+01   1.6696720e+01   1.9375190e+01   1.9730070e+01   1.9793693e+01   1.2148667e+01   1.9558747e+01   1.9647035e+01   1.4708622e+01   1.1862666e+01   2.0431549e+01   1.8164190e+01   1.2398271e+01   2.0640331e+01   1.8883643e+01   1.6080082e+01
   1.6602555e+01   1.7396635e+01   1.7983519e+01   1.5971592e+01   1.3576873e+01   2.0655831e+01   1.6449836e+01   1.5613712e+01   1.5431356e+01   1.5358256e+01   1.5573651e+01   1.9462233e+01   1.8019803e+01   1.8199027e+01   1.4375508e+01   1.9680154e+01   2.0751816e+01   1.4706760e+01   1.5073072e+01   1.7196528e+01   1.7565614e+01   1.3572757e+01   1.4746264e+01   2.0823966e+01   1.7111540e+01   1.7751922e+01   1.6544028e+01   1.9200236e+01   1.5826378e+01   1.8834983e+01   1.8683168e+01   1.8870974e+01   1.6347318e+01   1.8851019e+01   1.8518087e+01   1.7890988e+01   2.0545968e+01   1.5419000e+01   1.7600798e+01   2.1099543e+01   2.0205147e+01   1.6314574e+01   1.8323759e+01   1.8684985e+01   1.5997938e+01   1.6401313e+01   1.7951306e+01   1.9138893e+01   2.2340520e+01   1.7700453e+01   1.4271735e+01   1.7213812e+01   1.8493730e+01
   1.9142347e+01   2.1265251e+01   1.8971361e+01   1.4952791e+01   2.0263410e+01   2.2075711e+01   1.7818572e+01   1.7107751e+01   2.0062295e+01   1.7500621e+01   1.6104455e+01   1.6933322e+01   2.2236553e+01   1.3209422e+01   1.6985464e+01   1.5293148e+01   1.8333924e+01   1.9612776e+01   1.7423261e+01   1.7751400e+01   1.9531387e+01   1.7515953e+01   2.0903336e+01   1.8178498e+01   2.1449672e+01   1.7843218e+01   2.2903463e+01   1.6558566e+01   1.9341142e+01   1.9607841e+01   1.5446774e+01   1.9081235e+01   1.7107255e+01   1.7105702e+01   1.7869736e+01   1.7208934e+01   1.9676055e+01   1.9497627e+01   1.3793656e+01   1.8841857e+01   1.6597659e+01   1.7153795e+01   1.9153928e+01   1.7135951e+01   2.0480661e+01   1.6084464e+01   1.9092494e+01   1.7585742e+01   1.8979332e+01   1.7690022e+01   1.6892788e+01   1.9708259e+01   1.3161360e+01
   1.4865193e+01   1.6754602e+01   1.7109468e+01   2.0137311e+01   1.9303931e+01   2.0672618e+01   1.9887663e+01   1.9463930e+01   1.3981605e+01   2.0586224e+01   1.5594273e+01   2.0280088e+01   1.7767149e+01   1.5085024e+01   1.5887600e+01   1.8117211e+01   1.8857803e+01   1.6152875e+01   1.5472863e+01   2.0398957e+01   2.2455860e+01   1.5836045e+01   2.0061843e+01   1.2464933e+01   2.2510892e+01   1.7863563e+01   1.3614439e+01   2.1078609e+01   2.0274895e+01   1.8840373e+01   1.6345223e+01   1.4911239e+01   1.8666514e+01   2.0749888e+01   1.5528506e+01   1.5912729e+01   1.4709232e+01   2.0840948e+01   1.8355836e+01   1.9023366e+01   1.8578195e+01   1.6981284e+01   1.4693601e+01   1.8917601e+01   1.5133358e+01   1.9526779e+01   1.8820471e+01   1.6378005e+01   1.6401839e+01   1.6622313e+01   1.9801394e+01   1.9801919e+01   1.4489058e+01
   1.9712221e+01   1.5389847e+01   2.1752157e+01   1.3564670e+01   2.1694505e+01   1.7830344e+01   2.3881971e+01   1.3383920e+01   1.7463318e+01   1.8326411e+01   1.6644322e+01   2.5164848e+01   1.7386557e+01   1.9652561e+01   1.7131072e+01   1.8320574e+01   1.6186905e+01   1.6242042e+01   2.0712083e+01   1.7965961e+01   2.0767061e+01   1.6267170e+01   2.2067156e+01   1.8071269e+01   1.5733100e+01   1.6032716e+01   1.7224656e+01   1.9526273e+01   2.0251341e+01   1.5013168e+01   1.6520436e+01   2.1255687e+01   1.8963001e+01   2.2726006e+01   1.3607878e+01   1.6893190e+01   1.4610398e+01   1.6161671e+01   2.0507280e+01   1.6476224e+01   1.5430075e+01   1.7404058e+01   1.7420101e+01   2.3844315e+01   1.9930887e+01   1.8349020e+01   1.7100169e+01   2.0303607e+01   2.0136308e+01   1.3930580e+01   1.7043734e+01   1.6505468e+01   1.8954573e+01
   1.7814111e+01   2.0681429e+01   1.6755194e+01   2.0825582e+01   1.8299015e+01   1.9715501e+01   1.9873934e+01   2.0235314e+01   1.8556186e+01   1.9972788e+01   2.2582197e+01   1.7003278e+01   2.1164964e+01   1.6495163e+01   1.7115265e+01   2.1767831e+01   1.6914427e+01   2.0266710e+01   1.8635755e+01   2.3507931e+01   1.3108131e+01   1.2940516e+01   1.9920256e+01   1.2999791e+01   1.6770084e+01   1.7066468e+01   1.6333410e+01   2.0018302e+01   1.6274913e+01   1.3193261e+01   2.1302092e+01   1.8820924e+01   1.5258959e+01   1.9831776e+01   1.6411657e+01   2.1022054e+01   1.4611446e+01   1.9159186e+01   1.5524536e+01   1.8696063e+01   1.8849356e+01   1.9777528e+01   1.5952611e+01   2.2549066e+01   1.9304192e+01   1.9162243e+01   1.5494371e+01   1.8397484e+01   2.0248299e+01   1.9449729e+01   1.8693997e+01   1.9563877e+01   2.0645938e+01
   2.0965345e+01   1.9415460e+01   2.0659963e+01   1.5344070e+01   1.9328472e+01   1.7956523e+01   2.2016974e+01   1.7352659e+01   2.0946945e+01   2.2887279e+01   1.8533898e+01   2.0953389e+01   1.8854614e+01   1.7642952e+01   1.5853285e+01   1.9169420e+01   1.4506016e+01   1.7670160e+01   1.4244815e+01   1.7541685e+01   1.8414135e+01   1.4679495e+01   9.2836530e+00   1.9253463e+01   1.9453529e+01   1.6864254e+01   1.8091122e+01   1.7324854e+01   2.0674622e+01   1.7434387e+01   1.7329420e+01   1.8551189e+01   1.3809022e+01   1.9409535e+01   1.6681345e+01   1.5120723e+01   1.9605272e+01   1.4169668e+01   1.7622121e+01   1.5910407e+01   2.1114153e+01   1.9741291e+01   1.3582102e+01   1.7438214e+01   1.8943878e+01   1.6637991e+01   1.7694113e+01   1.8614729e+01   1.8396689e+01   1.8733828e+01   1.3014382e+01   1.5804461e+01   1.4226322e+01
   1.6445323e+01   1.5905300e+01   2.0663533e+01   1.6769090e+01   1.4668825e+01   2.1931534e+01   2.1117094e+01   2.0579117e+01   1.7302126e+01   1.7455880e+01   1.6784406e+01   1.7163159e+01   1.7248211e+01   1.8385217e+01   1.4808325e+01   1.7900447e+01   1.7074271e+01   1.6005124e+01   1.9813502e+01   1.6597486e+01   1.3954477e+01   1.6481794e+01   1.5767272e+01   2.0750052e+01   1.8370266e+01   2.1022033e+01   2.1638495e+01   1.6828708e+01   1.6716186e+01   1.7753440e+01   1.8764648e+01   2.1580725e+01   1.6088858e+01   1.9228954e+01   1.1648552e+01   1.5721670e+01   1.6567047e+01   2.0069041e+01   1.6363113e+01   1.6436547e+01   1.5484166e+01   1.8314973e+01   1.6428693e+01   2.1137486e+01   1.4933166e+01   2.3104905e+01   2.4249131e+01   2.4037707e+01   2.3677537e+01   1.4467373e+01   1.7955610e+01   2.0690793e+01   1.7495519e+01
   1.5971910e+01   1.5374194e+01   1.6449945e+01   1.9177613e+01   2.2226222e+01   1.5962482e+01   2.1032573e+01   1.8549346e+01   1.4708452e+01   1.5775521e+01   1.7842346e+01   1.6333203e+01   2.0995183e+01   1.4428588e+01   1.6733484e+01   1.4449682e+01   1.5992180e+01   1.4939169e+01   1.6580615e+01   1.9761029e+01   1.2036957e+01   1.7146191e+01   1.8977169e+01   1.6809492e+01   1.6260527e+01   1.4732589e+01   1.9428781e+01   1.7371946e+01   2.0386153e+01   1.0121707e+01   1.5188924e+01   1.8589948e+01   1.9700872e+01   2.1233613e+01   2.0384267e+01   1.5134232e+01   1.5791425e+01   1.5503130e+01   1.6151453e+01   1.7474351e+01   1.7723047e+01   1.6379016e+01   2.0363020e+01   1.6029595e+01   1.7090969e+01   1.8065801e+01   1.6393854e+01   1.8670708e+01   1.7630952e+01   1.2905045e+01   1.9799622e+01   1.8083565e+01   1.3263261e+01
   1.5919896e+01   2.0765405e+01   1.8846879e+01   1.8626023e+01   2.3511327e+01   2.1912179e+01   2.2459743e+01   1.7449093e+01   1.9077175e+01   2.2447377e+01   1.8779059e+01   1.5795095e+01   1.7634034e+01   1.7469539e+01   1.7718190e+01   1.4125485e+01   1.5727589e+01   1.5716613e+01   2.2285307e+01   1.8984915e+01   1.4045177e+01   1.6486081e+01   1.6148752e+01   1.4988197e+01   1.6319643e+01   1.7117770e+01   1.5490017e+01   1.5757625e+01   2.1268491e+01   1.6489029e+01   1.8075634e+01   1.3867684e+01   1.8001138e+01   1.7807623e+01   1.8195829e+01   1.5243489e+01   1.7114767e+01   2.0343847e+01   2.0445565e+01   1.9020429e+01   1.4567477e+01   1.8068212e+01   1.5174146e+01   1.8467773e+01   1.6358995e+01   1.5483193e+01   1.8732450e+01   2.0231629e+01   1.6897330e+01   1.8774780e+01   1.1457553e+01   2.0427584e+01   1.8043756e+01
